CREATION_DATE,PAYMENT_IN_USD,Transaction_Type
2008-08-29 00:00:00,551446,product purchase
2008-08-30 00:00:00,554173,product purchase
2008-08-31 00:00:00,473532,product purchase
2008-09-01 00:00:00,381571,product purchase
2008-09-02 00:00:00,268163,product purchase
2008-09-03 00:00:00,247703,product purchase
2008-09-04 00:00:00,272152,product purchase
2008-09-05 00:00:00,320169,product purchase
2008-09-06 00:00:00,441863,product purchase
2008-09-07 00:00:00,386278,product purchase
2008-09-08 00:00:00,220212,product purchase
2008-09-09 00:00:00,214089,product purchase
2008-09-10 00:00:00,212402,product purchase
2008-09-11 00:00:00,298909,product purchase
2008-09-12 00:00:00,519601,product purchase
2008-09-13 00:00:00,586017,product purchase
2008-09-14 00:00:00,465913,product purchase
2008-09-15 00:00:00,280680,product purchase
2008-09-16 00:00:00,243070,product purchase
2008-09-17 00:00:00,223894,product purchase
2008-09-18 00:00:00,268075,product purchase
2008-09-19 00:00:00,311289,product purchase
2008-09-20 00:00:00,410834,product purchase
2008-09-21 00:00:00,362517,product purchase
2008-09-22 00:00:00,224786,product purchase
2008-09-23 00:00:00,212911,product purchase
2008-09-24 00:00:00,218956,product purchase
2008-09-25 00:00:00,1128266,product purchase
2008-09-26 00:00:00,1010310,product purchase
2008-09-27 00:00:00,835039,product purchase
2008-09-28 00:00:00,645387,product purchase
2008-09-29 00:00:00,400943,product purchase
2008-09-30 00:00:00,363255,product purchase
2008-10-01 00:00:00,362592,product purchase
2008-10-02 00:00:00,415366,product purchase
2008-10-03 00:00:00,475232,product purchase
2008-10-04 00:00:00,584575,product purchase
2008-10-05 00:00:00,496293,product purchase
2008-10-06 00:00:00,290063,product purchase
2008-10-07 00:00:00,268218,product purchase
2008-10-08 00:00:00,279573,product purchase
2008-10-09 00:00:00,383478,product purchase
2008-10-10 00:00:00,522789,product purchase
2008-10-11 00:00:00,567669,product purchase
2008-10-12 00:00:00,486019,product purchase
2008-10-13 00:00:00,341560,product purchase
2008-10-14 00:00:00,188966,product purchase
2008-10-15 00:00:00,298829,product purchase
2008-10-16 00:00:00,483348,product purchase
2008-10-17 00:00:00,549703,product purchase
2008-10-18 00:00:00,622127,product purchase
2008-10-19 00:00:00,554006,product purchase
2008-10-20 00:00:00,345601,product purchase
2008-10-21 00:00:00,305920,product purchase
2008-10-22 00:00:00,295260,product purchase
2008-10-23 00:00:00,434715,product purchase
2008-10-24 00:00:00,559181,product purchase
2008-10-25 00:00:00,630435,product purchase
2008-10-26 00:00:00,530185,product purchase
2008-10-27 00:00:00,315900,product purchase
2008-10-28 00:00:00,282321,product purchase
2008-10-29 00:00:00,327764,product purchase
2008-10-30 00:00:00,407288,product purchase
2008-10-31 00:00:00,450305,product purchase
2008-11-01 00:00:00,557854,product purchase
2008-11-02 00:00:00,500592,product purchase
2008-11-03 00:00:00,332166,product purchase
2008-11-04 00:00:00,259342,product purchase
2008-11-05 00:00:00,237476,product purchase
2008-11-06 00:00:00,293703,product purchase
2008-11-07 00:00:00,367706,product purchase
2008-11-08 00:00:00,475854,product purchase
2008-11-09 00:00:00,431245,product purchase
2008-11-10 00:00:00,262851,product purchase
2008-11-11 00:00:00,266766,product purchase
2008-11-12 00:00:00,233037,product purchase
2008-11-13 00:00:00,367435,product purchase
2008-11-14 00:00:00,507512,product purchase
2008-11-15 00:00:00,557253,product purchase
2008-11-16 00:00:00,473779,product purchase
2008-11-17 00:00:00,266766,product purchase
2008-11-18 00:00:00,252746,product purchase
2008-11-19 00:00:00,251907,product purchase
2008-11-20 00:00:00,319501,product purchase
2008-11-21 00:00:00,394565,product purchase
2008-11-22 00:00:00,505954,product purchase
2008-11-23 00:00:00,453827,product purchase
2008-11-24 00:00:00,281688,product purchase
2008-11-25 00:00:00,336081,product purchase
2008-11-26 00:00:00,773235,product purchase
2008-11-27 00:00:00,729862,product purchase
2008-11-28 00:00:00,604548,product purchase
2008-11-29 00:00:00,650310,product purchase
2008-11-30 00:00:00,563182,product purchase
2008-12-01 00:00:00,354949,product purchase
2008-12-02 00:00:00,298587,product purchase
2008-12-03 00:00:00,313546,product purchase
2008-12-04 00:00:00,454423,product purchase
2008-12-05 00:00:00,507319,product purchase
2008-12-06 00:00:00,625142,product purchase
2008-12-07 00:00:00,554535,product purchase
2008-12-08 00:00:00,347684,product purchase
2008-12-09 00:00:00,308392,product purchase
2008-12-10 00:00:00,341329,product purchase
2008-12-11 00:00:00,393578,product purchase
2008-12-12 00:00:00,694251,product purchase
2008-12-13 00:00:00,746751,product purchase
2008-12-14 00:00:00,654119,product purchase
2008-12-15 00:00:00,404212,product purchase
2008-12-16 00:00:00,339944,product purchase
2008-12-17 00:00:00,381914,product purchase
2008-12-18 00:00:00,525761,product purchase
2008-12-19 00:00:00,736340,product purchase
2008-12-20 00:00:00,786118,product purchase
2008-12-21 00:00:00,702816,product purchase
2008-12-22 00:00:00,520383,product purchase
2008-12-23 00:00:00,591288,product purchase
2008-12-24 00:00:00,1158334,product purchase
2008-12-25 00:00:00,1155922,product purchase
2008-12-26 00:00:00,991017,product purchase
2008-12-27 00:00:00,956534,product purchase
2008-12-28 00:00:00,818034,product purchase
2008-12-29 00:00:00,700028,product purchase
2008-12-30 00:00:00,671945,product purchase
2008-12-31 00:00:00,703793,product purchase
2009-01-01 00:00:00,754585,product purchase
2009-01-02 00:00:00,731637,product purchase
2009-01-03 00:00:00,747089,product purchase
2009-01-04 00:00:00,678383,product purchase
2009-01-05 00:00:00,480394,product purchase
2009-01-06 00:00:00,434699,product purchase
2009-01-07 00:00:00,430771,product purchase
2009-01-08 00:00:00,468709,product purchase
2009-01-09 00:00:00,543956,product purchase
2009-01-10 00:00:00,718080,product purchase
2009-01-11 00:00:00,661254,product purchase
2009-01-12 00:00:00,423160,product purchase
2009-01-13 00:00:00,360694,product purchase
2009-01-14 00:00:00,367747,product purchase
2009-01-15 00:00:00,448329,product purchase
2009-01-16 00:00:00,590622,product purchase
2009-01-17 00:00:00,727230,product purchase
2009-01-18 00:00:00,671422,product purchase
2009-01-19 00:00:00,457401,product purchase
2009-01-20 00:00:00,368159,product purchase
2009-01-21 00:00:00,323468,product purchase
2009-01-22 00:00:00,379274,product purchase
2009-01-23 00:00:00,477009,product purchase
2009-01-24 00:00:00,668220,product purchase
2009-01-25 00:00:00,630948,product purchase
2009-01-26 00:00:00,372377,product purchase
2009-01-27 00:00:00,344075,product purchase
2009-01-28 00:00:00,369902,product purchase
2009-01-29 00:00:00,412149,product purchase
2009-01-30 00:00:00,631564,product purchase
2009-01-31 00:00:00,741501,product purchase
2009-02-01 00:00:00,662898,product purchase
2009-02-02 00:00:00,369944,product purchase
2009-02-03 00:00:00,358232,product purchase
2009-02-04 00:00:00,356992,product purchase
2009-02-05 00:00:00,527260,product purchase
2009-02-06 00:00:00,651751,product purchase
2009-02-07 00:00:00,780669,product purchase
2009-02-08 00:00:00,699353,product purchase
2009-02-09 00:00:00,424030,product purchase
2009-02-10 00:00:00,383299,product purchase
2009-02-11 00:00:00,387549,product purchase
2009-02-12 00:00:00,580443,product purchase
2009-02-13 00:00:00,731078,product purchase
2009-02-14 00:00:00,805503,product purchase
2009-02-15 00:00:00,763117,product purchase
2009-02-16 00:00:00,523406,product purchase
2009-02-17 00:00:00,418321,product purchase
2009-02-18 00:00:00,403896,product purchase
2009-02-19 00:00:00,780594,product purchase
2009-02-20 00:00:00,859625,product purchase
2009-02-21 00:00:00,883668,product purchase
2009-02-22 00:00:00,802138,product purchase
2009-02-23 00:00:00,489098,product purchase
2009-02-24 00:00:00,423196,product purchase
2009-02-25 00:00:00,408480,product purchase
2009-02-26 00:00:00,460453,product purchase
2009-02-27 00:00:00,653667,product purchase
2009-02-28 00:00:00,791048,product purchase
2009-03-01 00:00:00,731254,product purchase
2009-03-02 00:00:00,465256,product purchase
2009-03-03 00:00:00,395688,product purchase
2009-03-04 00:00:00,390791,product purchase
2009-03-05 00:00:00,604165,product purchase
2009-03-06 00:00:00,710610,product purchase
2009-03-07 00:00:00,776704,product purchase
2009-03-08 00:00:00,716145,product purchase
2009-03-09 00:00:00,430396,product purchase
2009-03-10 00:00:00,433623,product purchase
2009-03-11 00:00:00,456362,product purchase
2009-03-12 00:00:00,538633,product purchase
2009-03-13 00:00:00,615941,product purchase
2009-03-14 00:00:00,713335,product purchase
2009-03-15 00:00:00,651336,product purchase
2009-03-16 00:00:00,391155,product purchase
2009-03-17 00:00:00,363434,product purchase
2009-03-18 00:00:00,344902,product purchase
2009-03-19 00:00:00,627907,product purchase
2009-03-20 00:00:00,2222863,product purchase
2009-03-21 00:00:00,1437289,product purchase
2009-03-22 00:00:00,1186170,product purchase
2009-03-23 00:00:00,757739,product purchase
2009-03-24 00:00:00,635133,product purchase
2009-03-25 00:00:00,665000,product purchase
2009-03-26 00:00:00,1270563,product purchase
2009-03-27 00:00:00,1219744,product purchase
2009-03-28 00:00:00,1276989,product purchase
2009-03-29 00:00:00,1077515,product purchase
2009-03-30 00:00:00,678339,product purchase
2009-03-31 00:00:00,603924,product purchase
2009-04-01 00:00:00,572193,product purchase
2009-04-02 00:00:00,584601,product purchase
2009-04-03 00:00:00,706163,product purchase
2009-04-04 00:00:00,870404,product purchase
2009-04-05 00:00:00,793292,product purchase
2009-04-06 00:00:00,555959,product purchase
2009-04-07 00:00:00,592843,product purchase
2009-04-08 00:00:00,580089,product purchase
2009-04-09 00:00:00,841052,product purchase
2009-04-10 00:00:00,1099909,product purchase
2009-04-11 00:00:00,1072358,product purchase
2009-04-12 00:00:00,993832,product purchase
2009-04-13 00:00:00,735973,product purchase
2009-04-14 00:00:00,628734,product purchase
2009-04-15 00:00:00,616683,product purchase
2009-04-16 00:00:00,766907,product purchase
2009-04-17 00:00:00,805597,product purchase
2009-04-18 00:00:00,921221,product purchase
2009-04-19 00:00:00,843907,product purchase
2009-04-20 00:00:00,552386,product purchase
2009-04-21 00:00:00,496832,product purchase
2009-04-22 00:00:00,492816,product purchase
2009-04-23 00:00:00,594010,product purchase
2009-04-24 00:00:00,655585,product purchase
2009-04-25 00:00:00,801861,product purchase
2009-04-26 00:00:00,759135,product purchase
2009-04-27 00:00:00,506533,product purchase
2009-04-28 00:00:00,388144,product purchase
2009-04-29 00:00:00,502917,product purchase
2009-04-30 00:00:00,771291,product purchase
2009-05-01 00:00:00,837341,product purchase
2009-05-02 00:00:00,835145,product purchase
2009-05-03 00:00:00,777426,product purchase
2009-05-04 00:00:00,579923,product purchase
2009-05-05 00:00:00,500205,product purchase
2009-05-06 00:00:00,473542,product purchase
2009-05-07 00:00:00,567753,product purchase
2009-05-08 00:00:00,715763,product purchase
2009-05-09 00:00:00,787205,product purchase
2009-05-10 00:00:00,720134,product purchase
2009-05-11 00:00:00,473663,product purchase
2009-05-12 00:00:00,465107,product purchase
2009-05-13 00:00:00,482997,product purchase
2009-05-14 00:00:00,627898,product purchase
2009-05-15 00:00:00,747588,product purchase
2009-05-16 00:00:00,878782,product purchase
2009-05-17 00:00:00,806330,product purchase
2009-05-18 00:00:00,509525,product purchase
2009-05-19 00:00:00,420281,product purchase
2009-05-20 00:00:00,455243,product purchase
2009-05-21 00:00:00,542962,product purchase
2009-05-22 00:00:00,600010,product purchase
2009-05-23 00:00:00,681731,product purchase
2009-05-24 00:00:00,621314,product purchase
2009-05-25 00:00:00,543626,product purchase
2009-05-26 00:00:00,419085,product purchase
2009-05-27 00:00:00,395832,product purchase
2009-05-28 00:00:00,487920,product purchase
2009-05-29 00:00:00,610901,product purchase
2009-05-30 00:00:00,688158,product purchase
2009-05-31 00:00:00,658309,product purchase
2009-06-01 00:00:00,460777,product purchase
2009-06-02 00:00:00,408982,product purchase
2009-06-03 00:00:00,722829,product purchase
2009-06-04 00:00:00,717340,product purchase
2009-06-05 00:00:00,797974,product purchase
2009-06-06 00:00:00,895832,product purchase
2009-06-07 00:00:00,813070,product purchase
2009-06-08 00:00:00,550679,product purchase
2009-06-09 00:00:00,524344,product purchase
2009-06-10 00:00:00,514717,product purchase
2009-06-11 00:00:00,1986497,product purchase
2009-06-12 00:00:00,1992092,product purchase
2009-06-13 00:00:00,1379614,product purchase
2009-06-14 00:00:00,1139223,product purchase
2009-06-15 00:00:00,847242,product purchase
2009-06-16 00:00:00,747563,product purchase
2009-06-17 00:00:00,688140,product purchase
2009-06-18 00:00:00,817820,product purchase
2009-06-19 00:00:00,863954,product purchase
2009-06-20 00:00:00,953556,product purchase
2009-06-21 00:00:00,873159,product purchase
2009-06-22 00:00:00,618111,product purchase
2009-06-23 00:00:00,569850,product purchase
2009-06-24 00:00:00,583365,product purchase
2009-06-25 00:00:00,652842,product purchase
2009-06-26 00:00:00,732238,product purchase
2009-06-27 00:00:00,812498,product purchase
2009-06-28 00:00:00,768727,product purchase
2009-06-29 00:00:00,550324,product purchase
2009-06-30 00:00:00,478706,product purchase
2009-07-01 00:00:00,578144,product purchase
2009-07-02 00:00:00,744250,product purchase
2009-07-03 00:00:00,879507,product purchase
2009-07-04 00:00:00,850751,product purchase
2009-07-05 00:00:00,717759,product purchase
2009-07-06 00:00:00,612964,product purchase
2009-07-07 00:00:00,564816,product purchase
2009-07-08 00:00:00,554088,product purchase
2009-07-09 00:00:00,1093877,product purchase
2009-07-10 00:00:00,1081019,product purchase
2009-07-11 00:00:00,1059757,product purchase
2009-07-12 00:00:00,946359,product purchase
2009-07-13 00:00:00,706670,product purchase
2009-07-14 00:00:00,672469,product purchase
2009-07-15 00:00:00,661573,product purchase
2009-07-16 00:00:00,748430,product purchase
2009-07-17 00:00:00,865543,product purchase
2009-07-18 00:00:00,921180,product purchase
2009-07-19 00:00:00,862519,product purchase
2009-07-20 00:00:00,665494,product purchase
2009-07-21 00:00:00,626316,product purchase
2009-07-22 00:00:00,582802,product purchase
2009-07-23 00:00:00,876578,product purchase
2009-07-24 00:00:00,947016,product purchase
2009-07-25 00:00:00,909418,product purchase
2009-07-26 00:00:00,829959,product purchase
2009-07-27 00:00:00,628551,product purchase
2009-07-28 00:00:00,602092,product purchase
2009-07-29 00:00:00,582259,product purchase
2009-07-30 00:00:00,1044212,product purchase
2009-07-31 00:00:00,1144859,product purchase
2009-08-01 00:00:00,1054259,product purchase
2009-08-02 00:00:00,963085,product purchase
2009-08-03 00:00:00,713212,product purchase
2009-08-04 00:00:00,687014,product purchase
2009-08-05 00:00:00,617301,product purchase
2009-08-06 00:00:00,2158875,product purchase
2009-08-07 00:00:00,1669252,product purchase
2009-08-08 00:00:00,1190902,product purchase
2009-08-09 00:00:00,1036993,product purchase
2009-08-10 00:00:00,811275,product purchase
2009-08-11 00:00:00,721966,product purchase
2009-08-12 00:00:00,698214,product purchase
2009-08-13 00:00:00,1078286,product purchase
2009-08-14 00:00:00,1268802,product purchase
2009-08-15 00:00:00,1097503,product purchase
2009-08-16 00:00:00,952236,product purchase
2009-08-17 00:00:00,732983,product purchase
2009-08-18 00:00:00,663902,product purchase
2009-08-19 00:00:00,628006,product purchase
2009-08-20 00:00:00,689760,product purchase
2009-08-21 00:00:00,807281,product purchase
2009-08-22 00:00:00,898518,product purchase
2009-08-23 00:00:00,830482,product purchase
2009-08-24 00:00:00,601575,product purchase
2009-08-25 00:00:00,499374,product purchase
2009-08-26 00:00:00,685360,product purchase
2009-08-27 00:00:00,670055,product purchase
2009-08-28 00:00:00,850894,product purchase
2009-08-29 00:00:00,989696,product purchase
2009-08-30 00:00:00,902378,product purchase
